transID,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount,transportationType,age,ageGroup,tapInHour,tripDuration,dayName,date,tapOutStatus,name
YLUE522X6V94GF,M,1973,JAK.18,Kalibata - Kuningan,0.0,B01316P,Jln. Lapangan Ros II Bukit Duri,-6.22434,106.85512,31,2023-04-25 20:53:37,P00275,Keselamatan,-6.222946,106.84745,42.0,2023-04-25 22:04:40,0.0,Mikrotrans,50,Dewasa Akhir,20,71.05,Tuesday,2023-04-25,Success,
FBDF888T5O94BN,F,1993,JAK.112,Terminal Tanah Merah - Pulo Gadung,0.0,B02378P,Masjid Raya Al Musyawarah Kelapa Gading 2,-6.155338,106.90963,8,2023-04-25 17:31:45,B03821P,Sbr. Jln. Primanota,-6.167907,106.9111,15.0,2023-04-25 18:26:03,0.0,Mikrotrans,30,Dewasa Awal,17,54.3,Tuesday,2023-04-25,Success,
UULS686Q6P89PF,M,1978,JAK.33,Pulo Gadung - Kota,1.0,B02544P,Pacuan Kuda Pulo Mas 2,-6.179981,106.88736,65,2023-04-25 18:06:18,B05476P,St. LRT Pulo Mas 3,-6.176534,106.89379,73.0,2023-04-25 19:33:04,0.0,Mikrotrans,45,Dewasa Akhir,18,86.76666666666667,Tuesday,2023-04-25,Success,
TDKS859H5B60XP,F,2006,JAK.18,Kalibata - Kuningan,1.0,B02728P,Pengadegan Barat VII,-6.250143,106.85423,48,2023-04-25 18:33:50,B01992P,Klinik Kartika Pengadegan,-6.251312,106.85522,50.0,2023-04-25 19:38:33,0.0,Mikrotrans,17,Remaja,18,64.71666666666667,Tuesday,2023-04-25,Success,
NCZJ420B6G53IU,M,1975,JAK.54,Grogol - Benhil,0.0,B05883P,Wisma 77,-6.189545,106.79915,15,2023-04-25 20:32:57,B01919P,Kel. Jati Pulo,-6.175757,106.80318,23.0,2023-04-25 22:13:04,0.0,Mikrotrans,48,Dewasa Akhir,20,100.11666666666666,Tuesday,2023-04-25,Success,
NEMZ577V5S42EG,M,1978,JAK.88,Terminal Tanjung Priok - Ancol Barat,1.0,B05981P,Sbr. Musala Al Ishlah,-6.12769,106.81764,5,2023-04-25 17:33:59,B05968P,Budi Mulia 2,-6.13074,106.84195,13.0,2023-04-25 19:02:48,0.0,Mikrotrans,45,Dewasa Akhir,17,88.81666666666666,Tuesday,2023-04-25,Success,
PBKL273X8W05OO,F,1989,JAK.61,Cempaka Putih - Pulo Gadung via Kelapa Gading,1.0,B04395P,Sbr. Sekolah Saint Caroline,-6.157308,106.87164,37,2023-04-25 19:20:00,B03246P,Ruko Mega Grosir Cempaka Mas,-6.167009,106.87376,46.0,2023-04-25 20:38:32,0.0,Mikrotrans,34,Dewasa Awal,19,78.53333333333333,Tuesday,2023-04-25,Success,
SCJU019O4Y71DA,M,2004,JAK.58,Cilincing - Rorotan,0.0,B03773P,Sbr. Jln. Malaka HB,-6.142374,106.95639,57,2023-04-25 21:44:24,Unknown,Unknown,,,,,0.0,Mikrotrans,19,Remaja,21,,Tuesday,2023-04-25,Error,
CSBM647R2D03AS,F,1994,JAK.112,Terminal Tanah Merah - Pulo Gadung,1.0,B00130P,Bermis 1,-6.178022,106.89853,8,2023-04-25 17:12:12,B01041P,Jln. Dewi Sinta,-6.167442,106.91,17.0,2023-04-25 18:30:29,0.0,Mikrotrans,29,Dewasa Awal,17,78.28333333333333,Tuesday,2023-04-25,Success,
ZETH880T5C61NS,F,1982,JAK.60,Kelapa Gading - Rusun Kemayoran,0.0,B03447P,Sbr. Apartemen Gading Nias,-6.154013,106.91607,10,2023-04-25 18:33:46,B03718P,Sbr. Jln. H. Mawar Sunter,-6.157892,106.8677,44.0,2023-04-25 19:33:28,0.0,Mikrotrans,41,Dewasa Madya,18,59.7,Tuesday,2023-04-25,Success,
UUUQ687X9I58AY,F,2004,JAK.04,Grogol - Tubagus Angke,1.0,B03375P,SDN Jelambar Baru 01,-6.147765,106.78324,22,2023-04-25 21:46:00,B04534P,Sbr. Taman Permata Indah 1,-6.144081,106.78154,24.0,2023-04-25 22:41:18,0.0,Mikrotrans,19,Remaja,21,55.3,Tuesday,2023-04-25,Success,
GTOW127B7L71BI,M,1991,JAK.34,Rawamangun - Klender,1.0,B01674P,Jln. Tegal Amba Rt03,-6.223017,106.90648,20,2023-04-25 19:28:27,B02530P,Naga Raya Duren Sawit,-6.224769,106.91146,24.0,2023-04-25 21:15:12,0.0,Mikrotrans,32,Dewasa Awal,19,106.75,Tuesday,2023-04-25,Success,
IVGN681M1T01UV,M,2007,JAK.26,Rawamangun - Duren Sawit,0.0,B00661P,GOR Pondok Bambu,-6.223465,106.904,11,2023-04-25 20:26:49,B03552P,Sbr. Gg. Padi Pelita Cipinang,-6.211895,106.88755,35.0,2023-04-25 21:22:47,0.0,Mikrotrans,16,Remaja,20,55.96666666666667,Tuesday,2023-04-25,Success,
VTHZ604X5Q94KH,F,1992,JAK.84,Terminal Kampung Melayu - Kapin Raya,0.0,B01276P,Jln. Kesadaran Kali Malang,-6.239286,106.88739,13,2023-04-25 17:38:08,B01007P,Jln. Cipinang Bali III,-6.239272,106.89136,15.0,2023-04-25 19:16:49,0.0,Mikrotrans,31,Dewasa Awal,17,98.68333333333334,Tuesday,2023-04-25,Success,
ALMV694N4U83ZM,F,1968,JAK.58,Cilincing - Rorotan,0.0,B01515P,Jln. Pratama I Rorotan,-6.141574,106.95616,56,2023-04-25 20:33:33,B01545P,Jln. Rorotan XI,-6.145774,106.95655,60.0,2023-04-25 22:29:18,0.0,Mikrotrans,55,Pra-lansia,20,115.75,Tuesday,2023-04-25,Success,
VBWE508J2S25TP,F,2000,JAK.18,Kalibata - Kuningan,1.0,B02730P,Pengadegan Selatan III,-6.251274,106.855803,49,2023-04-25 21:06:42,B05436P,St. Duren Kalibata,-6.254264,106.85531,51.0,2023-04-25 23:01:57,0.0,Mikrotrans,23,Dewasa Awal,21,115.25,Tuesday,2023-04-25,Success,
XMGS909M6X38ZX,M,1981,JAK.05,Semper - Rorotan,1.0,B03035P,Pusdiklatnas 1,-6.104867,106.9394,17,2023-04-25 19:54:24,B01190P,Jln. Kaliabang Rorotan,-6.128157,106.96325,32.0,2023-04-25 21:13:01,0.0,Mikrotrans,42,Dewasa Madya,19,78.61666666666666,Tuesday,2023-04-25,Success,
LSLE351N7W52BZ,F,1995,JAK.74,Terminal Rawamangun - Cipinang Muara,0.0,B01084P,Jln. Gotong Royong Cipinang Muara,-6.227649,106.89623,0,2023-04-25 17:00:07,B02336P,Masjid Jami At Taqwa 3,-6.229352,106.89527,1.0,2023-04-25 18:48:05,0.0,Mikrotrans,28,Dewasa Awal,17,107.96666666666667,Tuesday,2023-04-25,Success,
EGXQ582R5C90UR,M,1988,JAK.03,Lebak Bulus - Andara,1.0,B00899P,Jln. Baros,-6.311046,106.784,12,2023-04-25 18:22:00,B02129P,Lebak Bulus Jak Lingko,-6.289301,106.77299,23.0,2023-04-25 19:50:57,0.0,Mikrotrans,35,Dewasa Madya,18,88.95,Tuesday,2023-04-25,Success,
KQUQ535Q9A62OZ,M,1978,JAK.43C,Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,0.0,B06674P,Tebet Eco Park Selatan 4,-6.239215,106.8519,4,2023-04-25 21:11:46,B06706P,Jln. Tebet Timur Dalam VIII J,-6.242064,106.85845,6.0,2023-04-25 22:19:32,0.0,Mikrotrans,45,Dewasa Akhir,21,67.76666666666667,Tuesday,2023-04-25,Success,
YYVE583K6S66CW,F,1996,JAK.85,Bintara - Cipinang Indah,1.0,B04179P,Sbr. PAUD Bintang Pondok Bambu,-6.245306,106.9058,6,2023-04-25 21:04:52,Unknown,Unknown,,,,,0.0,Mikrotrans,27,Dewasa Awal,21,,Tuesday,2023-04-25,Error,
XJOM247C6P79VN,F,1985,JAK.51,Taman Kota - Budi Luhur,1.0,B00450P,Gg. H Satiri Manshur,-6.173907,106.7485,8,2023-04-25 18:08:46,B02369P,Masjid Nurul Iman Kubur Batu,-6.197613,106.74443,24.0,2023-04-25 20:08:40,0.0,Mikrotrans,38,Dewasa Madya,18,119.9,Tuesday,2023-04-25,Success,
APJR380X9F21IO,M,1965,JAK.26,Rawamangun - Duren Sawit,1.0,B00065P,Arion Mall,-6.193631,106.89068,2,2023-04-25 18:39:23,B00328P,Duren Sawit,-6.233341,106.91006,50.0,2023-04-25 19:44:46,0.0,Mikrotrans,58,Pra-lansia,18,65.38333333333334,Tuesday,2023-04-25,Success,
HWEL452M1X90UZ,M,2004,JAK.42,Kampung Melayu - Pondok Kelapa,0.0,B04195P,Sbr. Perum Taman Malaka,-6.231282,106.92863,37,2023-04-25 20:42:27,B02978P,Pospol Pondok Kelapa,-6.238776,106.93434,42.0,2023-04-25 22:23:02,0.0,Mikrotrans,19,Remaja,20,100.58333333333333,Tuesday,2023-04-25,Success,
NAGT585J9E72IA,F,2006,JAK.06,Kampung Rambutan - Pondok Gede,1.0,B00578P,Gg. Waru,-6.305813,106.91201,24,2023-04-25 20:41:46,B06786P,Gg. Rukun Lubang Buaya,-6.290369,106.906529,45.0,2023-04-25 22:30:59,0.0,Mikrotrans,17,Remaja,20,109.21666666666667,Tuesday,2023-04-25,Success,
PUTS343V5O85ED,M,1979,JAK.106,Terminal Kampung Melayu - Terminal Klender,0.0,B00947P,Jln. Buaran III,-6.22065,106.91916,10,2023-04-25 17:02:10,B06764P,Jln. Duren Sawit Dermaga,-6.221217,106.911695,12.0,2023-04-25 18:37:00,0.0,Mikrotrans,44,Dewasa Madya,17,94.83333333333333,Tuesday,2023-04-25,Success,
REGT784H4Y34XQ,M,1992,JAK.43C,Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,1.0,B06269P,Jln. Tebet Barat Raya,-6.233919,106.85064,5,2023-04-25 18:19:56,Unknown,Unknown,,,,,0.0,Mikrotrans,31,Dewasa Awal,18,,Tuesday,2023-04-25,Error,
TZLK274H7C97OG,F,1982,JAK.43B,Tongtek - Tebet Eco Park (TEP) - Cililitan,1.0,B00591P,Gebu Minang,-6.225359,106.85576,27,2023-04-25 20:13:31,B01989P,Klinik Firdausy,-6.217111,106.85528,40.0,2023-04-25 21:07:05,0.0,Mikrotrans,41,Dewasa Madya,20,53.56666666666667,Tuesday,2023-04-25,Success,
XKCN782M1Q59XR,F,1973,JAK.16,Cililitan - Condet,1.0,B06897P,Jln. Munggang,-6.276186,106.852082,6,2023-04-25 20:56:19,B00410P,Gg. Ayama,-6.27204,106.8671,29.0,2023-04-25 22:45:12,0.0,Mikrotrans,50,Dewasa Akhir,20,108.88333333333334,Tuesday,2023-04-25,Success,
YXKJ422L5O16NT,F,1983,JAK.27,Pulo Gebang - Rorotan,1.0,B01519P,Jln. Pulau Sangiyang Lingkar Timur,-6.193412,106.94376,35,2023-04-25 20:33:26,B04680P,Sentra Timur,-6.20556,106.94787,44.0,2023-04-25 21:45:04,0.0,Mikrotrans,40,Dewasa Madya,20,71.63333333333334,Tuesday,2023-04-25,Success,
SHRP604D5O46RE,F,1990,JAK.48A,Stasiun Tebet - Rusun Karet Tengsin,0.0,B05423P,Viva Futsal,-6.218724,106.81944,13,2023-04-25 19:41:51,B02995P,PU Irigasi,-6.201479,106.81079,20.0,2023-04-25 21:21:16,0.0,Mikrotrans,33,Dewasa Awal,19,99.41666666666667,Tuesday,2023-04-25,Success,
TSHE742K4F51UR,M,1993,JAK.60,Kelapa Gading - Rusun Kemayoran,0.0,B03447P,Sbr. Apartemen Gading Nias,-6.154013,106.91607,10,2023-04-25 19:46:53,B01064P,Jln. Gading Batavia,-6.148939,106.90002,22.0,2023-04-25 20:54:39,0.0,Mikrotrans,30,Dewasa Awal,19,67.76666666666667,Tuesday,2023-04-25,Success,
CYJS587V9H76CY,M,2000,JAK.49,Lebak Bulus - Cipulir,1.0,B03217P,RSUD Pesanggrahan,-6.258241,106.75706,33,2023-04-25 18:31:08,B02248P,Masjid Al Jihad Ulujami,-6.254771,106.76348,41.0,2023-04-25 20:07:49,0.0,Mikrotrans,23,Dewasa Awal,18,96.68333333333334,Tuesday,2023-04-25,Success,
CGXF703W6X72AD,F,1994,JAK.43C,Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,0.0,B06675P,Tebet Eco Park Selatan 5,-6.241581,106.85242,5,2023-04-25 21:08:59,B06706P,Jln. Tebet Timur Dalam VIII J,-6.242064,106.85845,6.0,2023-04-25 22:01:52,0.0,Mikrotrans,29,Dewasa Awal,21,52.88333333333333,Tuesday,2023-04-25,Success,
BZQA248V8Z68ZR,M,1990,JAK.35,Pangkalan Jati - Rawamangun,1.0,B05742P,Tip Top Rawamangun,-6.201153,106.88606,4,2023-04-25 18:24:32,B02966P,Pos Rw 06 Pondok Bambu,-6.229454,106.90441,19.0,2023-04-25 20:21:15,0.0,Mikrotrans,33,Dewasa Awal,18,116.71666666666667,Tuesday,2023-04-25,Success,
ONLB298G9D65PK,M,1974,JAK.106,Terminal Kampung Melayu - Terminal Klender,0.0,B06765P,SKKT Pondok Bambu,-6.223195,106.895498,17,2023-04-25 19:16:49,B00922P,Jln. Bekasi Timur VI,-6.214956,106.87866,24.0,2023-04-25 20:49:18,0.0,Mikrotrans,49,Dewasa Akhir,19,92.48333333333333,Tuesday,2023-04-25,Success,
UNUU970Q1O01AW,F,1985,JAK.10,Tanah Abang - Kota,1.0,B02702P,Pecenongan 2,-6.167856,106.8275,30,2023-04-25 18:46:02,B03483P,Sbr. Dinas Kesehatan DKI Jakarta,-6.171269,106.81508,34.0,2023-04-25 19:43:39,0.0,Mikrotrans,38,Dewasa Madya,18,57.61666666666667,Tuesday,2023-04-25,Success,
RMRG713O9V93IT,F,2006,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,1.0,B03898P,Sbr. Kec. Ciracas,-6.320058,106.88301,22,2023-04-25 19:30:49,B03665P,Sbr. Jln. Bungur VIII Rambutan,-6.316067,106.88491,25.0,2023-04-25 20:57:44,0.0,Mikrotrans,17,Remaja,19,86.91666666666667,Tuesday,2023-04-25,Success,
FVCT645Z2P72LE,M,1966,JAK.28,Kp. Rambutan - Taman Wiladatika,1.0,B01907P,Kel. Cibubur,-6.349525,106.87666,9,2023-04-25 21:46:39,B02188P,Mall Cijantung,-6.312041,106.86245,28.0,2023-04-25 23:18:57,0.0,Mikrotrans,57,Pra-lansia,21,92.3,Tuesday,2023-04-25,Success,
HFRE714S7X28LV,F,1991,JAK.60,Kelapa Gading - Rusun Kemayoran,1.0,B01123P,Jln. H. Mawar Sunter,-6.157856,106.86771,4,2023-04-25 20:09:13,B02468P,Mitra Gading Villa,-6.144694,106.90375,28.0,2023-04-25 21:05:55,0.0,Mikrotrans,32,Dewasa Awal,20,56.7,Tuesday,2023-04-25,Success,
WXIT202W6O53LW,F,1985,JAK.29,Tanjung Priok - Sukapura,0.0,B01325P,Jln. Lorong 22,-6.108141,106.89932,42,2023-04-25 17:37:10,B05728P,Term. Tj. Priok 1,-6.1098,106.88118,50.0,2023-04-25 18:50:35,0.0,Mikrotrans,38,Dewasa Madya,17,73.41666666666667,Tuesday,2023-04-25,Success,
YOSH777H9A58NO,F,2003,JAK.36,Cilangkap - Cililitan,0.0,B05110P,Simpang Raya Bogor Cililitan,-6.264191,106.86585,42,2023-04-25 19:57:55,B02637P,Ps. Kramat Jati 1,-6.269058,106.86691,44.0,2023-04-25 21:42:43,0.0,Mikrotrans,20,Dewasa Awal,19,104.8,Tuesday,2023-04-25,Success,
HOYQ891Z0J00XU,M,2004,JAK.113,Rusun Sindang Koja - Kp. Sawah,1.0,B06164P,Jln. B Lagoa Terusan 2,-6.108628,106.91505,13,2023-04-25 19:49:23,B06165P,Jln. Cilincing Raya 1,-6.108981,106.90852,15.0,2023-04-25 21:05:53,0.0,Mikrotrans,19,Remaja,19,76.5,Tuesday,2023-04-25,Success,
ECVP158F4J02FS,M,1976,JAK.58,Cilincing - Rorotan,0.0,B00455P,Gg. H. Abdullah Marunda,-6.125838,106.95684,39,2023-04-26 07:21:29,B00435P,Gg. Damai I Rorotan,-6.150802,106.95604,64.0,2023-04-26 08:35:53,0.0,Mikrotrans,47,Dewasa Akhir,7,74.4,Wednesday,2023-04-26,Success,
IWSU290R5L32DP,M,1978,JAK.15,Bulak Turi - Tanjung Priok,0.0,B00925P,Jln. Belimbing Terusan,-6.115462,106.92147,30,2023-04-26 08:59:00,B01056P,Jln. Elpa Putih II,-6.110053,106.88721,50.0,2023-04-26 09:31:44,0.0,Mikrotrans,45,Dewasa Akhir,8,32.733333333333334,Wednesday,2023-04-26,Success,
FTDT142Y4V52LC,F,1982,JAK.41,Kampung Melayu - Pulo Gadung,1.0,B00920P,Jln. Bekasi Timur I Jatinegara,-6.215457,106.87083,30,2023-04-26 06:36:01,B04170P,Sbr. Ps. Rawa Bening,-6.216795,106.87037,31.0,2023-04-26 08:14:56,0.0,Mikrotrans,41,Dewasa Madya,6,98.91666666666667,Wednesday,2023-04-26,Success,
GKCD426Y5O22JQ,M,1997,JAK.08,Roxy - Benhil,1.0,B02558P,Pam Jaya DKI,-6.203455,106.80794,8,2023-04-26 07:43:39,B00600P,Gedung Pompa Cideng Siantar,-6.173284,106.80669,30.0,2023-04-26 09:21:23,0.0,Mikrotrans,26,Dewasa Awal,7,97.73333333333333,Wednesday,2023-04-26,Success,
NFSZ114Y2Z16DZ,M,1984,JAK.39,Kalimalang - Duren Sawit,0.0,B05378P,SMPN 252,-6.239351,106.94234,39,2023-04-26 08:30:03,B01984P,Klapa Village Pondok Kelapa,-6.238159,106.94153,41.0,2023-04-26 09:52:20,0.0,Mikrotrans,39,Dewasa Madya,8,82.28333333333333,Wednesday,2023-04-26,Success,
XKTQ523Q2Y51BM,M,1975,JAK.34,Rawamangun - Klender,1.0,B05422P,STAI Az Ziyadah 2,-6.222785,106.90469,18,2023-04-26 07:23:06,B05915P,Yayasan Asih Budi,-6.229867,106.92007,30.0,2023-04-26 08:34:05,0.0,Mikrotrans,48,Dewasa Akhir,7,70.98333333333333,Wednesday,2023-04-26,Success,
FTJH015W4L74UH,F,2008,JAK.01,Tanjung Priok - Plumpang,1.0,B01705P,Jln. Warakas II,-6.117016,106.88045,20,2023-04-26 09:52:50,B05729P,Term. Tj. Priok 2,-6.109718,106.8834,30.0,2023-04-26 11:37:36,0.0,Mikrotrans,15,Remaja,9,104.76666666666667,Wednesday,2023-04-26,Success,
JCCO565J1O88BX,F,1983,JAK.86,Term. Rawamangun - Term. Manggarai,0.0,B01011P,Jln. Cipinang Timur Persahabatan,-6.202447,106.89344,6,2023-04-26 08:29:24,B00356P,Flyover Jatinegara Atas,-6.214553,106.87388,16.0,2023-04-26 09:52:26,0.0,Mikrotrans,40,Dewasa Madya,8,83.03333333333333,Wednesday,2023-04-26,Success,
DQWN154P7D89RX,M,1984,JAK.14,Tanah Abang - Meruya,0.0,B00825P,Jak Lingko Tanah Abang 2,-6.183885,106.81165,1,2023-04-26 06:24:34,B04358P,Sbr. SDN Palmerah 07,-6.205628,106.79661,21.0,2023-04-26 06:44:37,0.0,Mikrotrans,39,Dewasa Madya,6,20.05,Wednesday,2023-04-26,Success,
HMUH037K8W09CM,F,1985,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,0.0,B03913P,Sbr. Kel. Ciracas,-6.32881,106.87779,14,2023-04-26 08:19:57,B02090P,KPP Pratama Pasar Rebo,-6.301337,106.86865,45.0,2023-04-26 10:00:28,0.0,Mikrotrans,38,Dewasa Madya,8,100.51666666666667,Wednesday,2023-04-26,Success,
FZET321H1T01RZ,M,1986,JAK.44,Andara - Stasiun Universitas Pancasila,1.0,B01472P,Jln. Pepaya V Jagakarsa,-6.320652,106.81847,21,2023-04-26 06:59:25,B02713P,Pemadam Jagakarsa,-6.315585,106.81166,26.0,2023-04-26 07:43:28,0.0,Mikrotrans,37,Dewasa Madya,6,44.05,Wednesday,2023-04-26,Success,
JHJG003H7Z48MN,M,1970,JAK.74,Terminal Rawamangun - Cipinang Muara,0.0,B02758P,Persahabatan,-6.20222,106.88512,13,2023-04-26 06:40:47,B03223P,Rukan Balai Pustaka,-6.198484,106.88611,17.0,2023-04-26 07:27:12,0.0,Mikrotrans,53,Dewasa Akhir,6,46.416666666666664,Wednesday,2023-04-26,Success,
DRLY208H4X80HI,M,1984,JAK.40,Harapan Baru - Pulo Gebang via Rawa Kuning,0.0,P00117,Kota Harapan Indah 2,-6.193912,106.97356,2,2023-04-26 06:21:26,B05202P,Simpang Tiga Pulo Gebang Raya,-6.206982,106.95468,20.0,2023-04-26 07:20:05,0.0,Mikrotrans,39,Dewasa Madya,6,58.65,Wednesday,2023-04-26,Success,
HJNZ148U0O37BV,F,1985,JAK.10,Tanah Abang - Kota,1.0,B05448P,St. Jakarta Kota Baru,-6.137749,106.81631,10,2023-04-26 07:24:21,Unknown,Unknown,,,,,0.0,Mikrotrans,38,Dewasa Madya,7,,Wednesday,2023-04-26,Error,
DUTE674L4C37AC,F,2002,JAK.41,Kampung Melayu - Pulo Gadung,0.0,B05479P,St. LRT Velodrome 3,-6.19151,106.89108,37,2023-04-26 06:11:53,B02999P,Pulo Gadung 4,-6.184383,106.90798,46.0,2023-04-26 06:43:09,0.0,Mikrotrans,21,Dewasa Awal,6,31.266666666666666,Wednesday,2023-04-26,Success,
HXQK753Q3J73BX,F,1994,JAK.58,Cilincing - Rorotan,1.0,B02513P,Mushola Almujtahida Rorotan,-6.14607,106.95648,6,2023-04-26 09:30:04,B02931P,Ponpes Alhikmah Rorotan,-6.131569,106.95537,19.0,2023-04-26 11:02:13,0.0,Mikrotrans,29,Dewasa Awal,9,92.15,Wednesday,2023-04-26,Success,
UETD927D7H21XL,F,1994,JAK.16,Cililitan - Condet,1.0,B02638P,Ps. Kramat Jati 2,-6.269037,106.86664,31,2023-04-26 06:17:17,B02828P,PGC Dalam,-6.261841,106.8657,33.0,2023-04-26 07:51:27,0.0,Mikrotrans,29,Dewasa Awal,6,94.16666666666667,Wednesday,2023-04-26,Success,
EBSI390U5N66KQ,F,2002,JAK.60,Kelapa Gading - Rusun Kemayoran,0.0,B00341P,Erha Clinic,-6.147269,106.89796,24,2023-04-26 08:45:36,B02446P,Midi Utama Danau Indah,-6.150877,106.87961,38.0,2023-04-26 10:24:59,0.0,Mikrotrans,21,Dewasa Awal,8,99.38333333333334,Wednesday,2023-04-26,Success,
LLUF769S7I40PM,F,1993,JAK.115,Term. Tj. Priok - Pegangsaan II IGI,0.0,B05728P,Term. Tj. Priok 1,-6.1098,106.88118,0,2023-04-26 08:52:24,B06592P,SPBU Tugu Selatan,-6.13437,106.91585,22.0,2023-04-26 09:44:07,0.0,Mikrotrans,30,Dewasa Awal,8,51.71666666666667,Wednesday,2023-04-26,Success,
SOWJ969K3Z95VT,F,1986,JAK.37,Cililitan - Condet via Kayu Manis,1.0,B03603P,Sbr. Graha Delta Tengah,-6.293006,106.8596,11,2023-04-26 06:40:20,B03546P,Sbr. Gg. Masjid Al Istiqomah Tengah,-6.292648,106.86459,15.0,2023-04-26 07:04:14,0.0,Mikrotrans,37,Dewasa Madya,6,23.9,Wednesday,2023-04-26,Success,
FHUS759M5F82KO,F,1997,JAK.49,Lebak Bulus - Cipulir,1.0,B04020P,Sbr. Masjid Al Falah Pinang,-6.274229,106.77506,8,2023-04-26 09:21:11,B04947P,Simpang Kodam Bintaro Permai,-6.259127,106.75974,26.0,2023-04-26 11:19:44,0.0,Mikrotrans,26,Dewasa Awal,9,118.55,Wednesday,2023-04-26,Success,
LAIW678Y7M58ID,M,1976,JAK.15,Bulak Turi - Tanjung Priok,0.0,B04964P,Simpang Lagoa Ciampea,-6.108978,106.9077,40,2023-04-26 07:43:13,B05728P,Term. Tj. Priok 1,-6.1098,106.88118,52.0,2023-04-26 09:34:09,0.0,Mikrotrans,47,Dewasa Akhir,7,110.93333333333334,Wednesday,2023-04-26,Success,
XKPB566I9L44ZP,F,1994,JAK.27,Pulo Gebang - Rorotan,1.0,B00544P,Gg. Rukun Lingkar Timur,-6.198644,106.94442,40,2023-04-26 09:55:14,B00546P,Gg. Sabar 2 Lingkar Timur,-6.199915,106.94488,42.0,2023-04-26 11:15:20,0.0,Mikrotrans,29,Dewasa Awal,9,80.1,Wednesday,2023-04-26,Success,
CWRH547W5D15OY,M,2008,JAK.86,Term. Rawamangun - Term. Manggarai,1.0,B06546P,Sbr. St. Manggarai,-6.209626,106.8504,3,2023-04-26 07:21:00,B06548P,Simpang Manggarai Utara,-6.212697,106.85724,5.0,2023-04-26 08:39:48,0.0,Mikrotrans,15,Remaja,7,78.8,Wednesday,2023-04-26,Success,
TLBP826I8Z76MM,M,1983,JAK.06,Kampung Rambutan - Pondok Gede,0.0,B03119P,RS Adhiyaksa,-6.307077,106.8932,46,2023-04-26 06:12:23,B05708P,Term. Kampung Rambutan,-6.308964,106.88165,50.0,2023-04-26 07:05:36,0.0,Mikrotrans,40,Dewasa Madya,6,53.21666666666667,Wednesday,2023-04-26,Success,
QQXL119D6B08OV,F,1965,JAK.37,Cililitan - Condet via Kayu Manis,0.0,B05216P,Simpang Waru Gedong,-6.29329,106.85793,30,2023-04-26 08:59:01,B05309P,SMKN 22,-6.294243,106.85554,32.0,2023-04-26 09:35:15,0.0,Mikrotrans,58,Pra-lansia,8,36.233333333333334,Wednesday,2023-04-26,Success,
OSAM513B5X10CT,M,2009,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,0.0,B01950P,Kel. Susukan,-6.312595,106.87518,30,2023-04-26 08:20:39,Unknown,Unknown,,,,,0.0,Mikrotrans,14,Remaja,8,,Wednesday,2023-04-26,Error,
OVDZ719H6T72SQ,F,1973,JAK.88,Terminal Tanjung Priok - Ancol Barat,0.0,B05978P,Jln. Ancol Barat 1,-6.1294,106.82006,30,2023-04-26 08:33:24,B05988P,Kel. Ancol,-6.12447,106.81738,35.0,2023-04-26 09:26:59,0.0,Mikrotrans,50,Dewasa Akhir,8,53.583333333333336,Wednesday,2023-04-26,Success,
OZAU124L0L01FU,M,2003,JAK.17,Senen - Pulo Gadung,0.0,B05443P,St. Gg. Sentiong,-6.185997,106.85083,42,2023-04-26 08:20:58,B03433P,SDN Tanah Tinggi,-6.176001,106.84694,46.0,2023-04-26 09:27:26,0.0,Mikrotrans,20,Dewasa Awal,8,66.46666666666667,Wednesday,2023-04-26,Success,
RRQO647J8E38GI,F,2004,JAK.20,Cawang UKI - Lubang Buaya,0.0,B05796P,Transjakarta Pintu 1,-6.252682,106.87358,1,2023-04-26 07:06:10,B01918P,Kel. Halim Perdana Kusuma,-6.267932,106.87743,22.0,2023-04-26 08:08:22,0.0,Mikrotrans,19,Remaja,7,62.2,Wednesday,2023-04-26,Success,
DMBY471B3P02NQ,F,1984,JAK.48B,Stasiun Tebet - Kampung Melayu,0.0,B01323P,Jln. Limo Jatinegara Timur,-6.223388,106.86808,14,2023-04-26 08:52:11,Unknown,Unknown,,,,,0.0,Mikrotrans,39,Dewasa Madya,8,,Wednesday,2023-04-26,Error,
PCMQ225L8V65QG,M,1992,JAK.02,Kampung Melayu - Duren Sawit,0.0,B03356P,SDN Cipinang Besar Selatan,-6.233133,106.88262,13,2023-04-26 07:30:52,B04662P,Sekolah Tunas Cemerlang,-6.238978,106.90499,30.0,2023-04-26 08:18:05,0.0,Mikrotrans,31,Dewasa Awal,7,47.21666666666667,Wednesday,2023-04-26,Success,
